phenocode	phenostring	category	pval	beta	maf	maf_case	maf_control	n_case	n_control
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	Diseases of the genitourinary system (N14_)	0.177847	0.0216657	0.11478	0.116738	0.114648	20796	309095
M13_TIETZE	Chondrocostal junction syndrome [Tietze]	Diseases of the musculoskeletal system and connective tissue (M13_)	0.178162	-0.107115	0.114868	0.104112	0.114893	781	336699
M13_TENDOSYNOVITISNAS	Other/unspecified synovitis and tenosynovitis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.178758	0.0527698	0.114957	0.120353	0.114888	3260	253122
M13_TEMPARTERIT	Temporal arteritis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.178923	0.105561	0.114629	0.12753	0.114598	794	332115
M13_VERTEBCOLLAPSE	Collapsed vertebra, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.178973	-0.23118	0.115015	0.0940939	0.115029	165	248831
K11_GALLBLAOTH	Other diseases of gallbladder	Diseases of the digestive system (K11_)	0.179021	0.0930537	0.114537	0.123019	0.114507	1045	301383
H7_CHOROIDOTH	Other disorders of choroid	Diseases of the eye and adnexa (H7_)	0.179255	-0.169225	0.114558	0.0972024	0.114575	314	314042
H7_DISORDERLENSNAS	Other specified and unspecified disorders of lens	Diseases of the eye and adnexa (H7_)	0.179278	-0.221069	0.114909	0.0948395	0.114922	182	287330
H7_KERATITIS	Keratitis	Diseases of the eye and adnexa (H7_)	0.179336	0.0301918	0.114728	0.117416	0.114645	10137	325475
M13_OSTEOPOROSIS	Osteoporosis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.179353	0.038691	0.114867	0.117699	0.114812	6303	325717
G6_MYONEU	Diseases of the myoneural junction and muscle	Diseases of the nervous system (G6_)	0.179678	-0.0543841	0.114848	0.109822	0.114893	3037	339462
J10_RESPCONDEXT	Respiratory conditions due to other external agents	Diseases of the respiratory system (J10_)	0.179841	-0.136979	0.114899	0.0998236	0.114921	478	338636
Q17_HYPOSPADIAS	Hypospadias	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.180011	-0.313548	0.114817	0.083878	0.114825	90	339962
M13_DORSOPATHYOTH	Other dorsopathies, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.180131	-0.0130206	0.114629	0.113191	0.115029	69224	248831
M13_VALGUS	Valgus deformity, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.180318	0.228002	0.114664	0.137427	0.114646	171	221323
N14_PROSTAOTH	Other disorders of prostate	Diseases of the genitourinary system (N14_)	0.180821	-0.0995783	0.115307	0.108932	0.115359	900	110070
CD2_BENIGN_PHARYNX_NOS	Benign neoplasm: Pharynx, unspecified	Neoplasms from hospital discharges (CD2_)	0.180901	-0.239778	0.114848	0.0900569	0.11486	155	342344
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	Pregnancy, childbirth and the puerperium (O15_)	0.181063	0.0378741	0.114578	0.117812	0.11446	6436	176113
G6_MIGRAINE_WITH_AURA	Migraine with aura	Diseases of the nervous system (G6_)	0.181236	-0.0371126	0.114852	0.109922	0.114978	6780	264662
L12_PRURIGONAS	Other  prurigo	Diseases of the skin and subcutaneous tissue (L12_)	0.183612	-0.188675	0.115186	0.0959184	0.115201	245	306909
M13_SHOULDERBURSITIS	Bursitis of shoulder	Diseases of the musculoskeletal system and connective tissue (M13_)	0.183909	0.125464	0.114916	0.127822	0.114888	555	253122
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	Interstitial lung disease endpoints	0.183912	0.30665	0.114854	0.146739	0.114845	92	338784
H7_IRIDOCHRONIC	Chronic iridocyclitis	Diseases of the eye and adnexa (H7_)	0.184089	0.0854944	0.114676	0.123149	0.114645	1202	325475
F5_OPIOIDS	Mental and behavioural disorders due to opioids	Mental and behavioural disorders (F5_)	0.184148	0.0941455	0.114833	0.123353	0.114807	1013	336516
M13_CONTRACTUREJOINT	Contracture of joint	Diseases of the musculoskeletal system and connective tissue (M13_)	0.184455	0.171465	0.114671	0.133082	0.114646	297	221323
O15_POSTPART_DEPR	Postpartum depression	Pregnancy, childbirth and the puerperium (O15_)	0.18449	0.0277592	0.114862	0.115643	0.114817	13657	236178
M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.184876	0.0949686	0.114833	0.123741	0.114808	972	339009
L12_VITILIGO	Vitiligo	Diseases of the skin and subcutaneous tissue (L12_)	0.185607	0.197579	0.114778	0.134397	0.114764	223	321903
ALCOPANCCHRON	Alcohol-induced chronic pancreatitis	Alcohol related diseases	0.186249	0.0733129	0.114848	0.122403	0.114813	1619	340880
DENTAL_TMD	TMD related pain	Dental endpoints	0.186488	0.0316207	0.114848	0.11771	0.114772	8907	333592
BRONCHITIS	Bronchitis	Asthma and related endpoints	0.186652	0.0144412	0.114848	0.116385	0.114591	49078	293421
E4_HYPERPIT	Hyperfunction of pituitary gland	Endocrine, nutritional and metabolic diseases (E4_)	0.18736	-0.0806425	0.114867	0.106439	0.114901	1331	329091
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	Diseases of the musculoskeletal system and connective tissue (M13_)	0.187648	-0.213207	0.11463	0.0949715	0.114646	186	221323
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	Diseases of the respiratory system (J10_)	0.187989	0.0461229	0.114781	0.11859	0.114733	4119	323785
N14_URETHRITISANDURSYNDR	Urethritis and urethral syndrome	Diseases of the genitourinary system (N14_)	0.188302	0.126184	0.114962	0.128335	0.114938	537	299449
FE_STRICT	Focal epilepsy, strict definition	Diseases of the nervous system (G6_)	0.189172	0.040344	0.114813	0.118107	0.11476	5363	332143
G6_PLANTAR	Lesion of plantar nerve	Diseases of the nervous system (G6_)	0.190145	0.0727043	0.114514	0.121233	0.114478	1631	301193
L12_PSORI_PUSTGEN	Generalized pustular psoriasis	Diseases of the skin and subcutaneous tissue (L12_)	0.190164	-0.324998	0.114804	0.0802469	0.114812	81	330975
H7_PTOSIS	Ptosis of eyelid	Diseases of the eye and adnexa (H7_)	0.190479	-0.0598594	0.114846	0.108523	0.114895	2407	314292
H7_ENTROPION	Entropion and trichiasis of eyelid	Diseases of the eye and adnexa (H7_)	0.190784	-0.0654676	0.114856	0.108784	0.114895	2018	314292
M13_FATPADHYPERTROPHY	Hypertrophy of (infrapatellar) fat pad	Diseases of the musculoskeletal system and connective tissue (M13_)	0.19136	-0.179794	0.114869	0.0963553	0.114888	262	253122
G6_GUILBAR	Guillain-Barre syndrome	Diseases of the nervous system (G6_)	0.191898	-0.151064	0.114789	0.100048	0.114805	369	336784
ST19_FRACT_FOOT_ANKLE	Fracture of foot, except ankle	Injury, poisoning and certain other consequences of external causes (ST19_)	0.191942	-0.0362041	0.114989	0.11173	0.115055	6548	320287
H8_EUSTNAS	Other disorders of Eustachian tube	Diseases of the ear and mastoid process (H8_)	0.192901	-0.118363	0.114745	0.102549	0.114768	600	320335
AD_U_EXMORE	Alzheimer’s disease (undefined)	Neurological endpoints	0.193631	0.163363	0.115008	0.127946	0.114981	337	159621
O15_ICP_WIDE_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	Pregnancy, childbirth and the puerperium (O15_)	0.194106	0.0624346	0.114646	0.120298	0.11454	2196	117085
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	Diseases of the genitourinary system (N14_)	0.194215	0.203188	0.114718	0.135044	0.114706	204	337446
K11_PANCOTH	Other diseases of pancreas	Diseases of the digestive system (K11_)	0.195119	0.0752291	0.114541	0.121364	0.114507	1485	301383
C3_RECTUM_EXALLC	Malignant neoplasm of rectum	Neoplasms, from cancer register (ICD-O-3)	0.195153	-0.0642493	0.115515	0.111015	0.11555	2017	259583
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	Diseases of the genitourinary system (N14_)	0.196101	-0.106758	0.114785	0.105282	0.114854	735	100663
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	Diseases of the eye and adnexa (H7_)	0.196459	0.109338	0.114595	0.123337	0.114575	704	314042
Q17_CLEFT_AND_CARIES_INCLAVO	Caries in Clefts patients	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.197184	-0.205119	0.114848	0.0939385	0.11486	197	342302
D3_HAEMORRHAGICNAS	Other and unspecified haemorrhagic conditions	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.197334	0.153952	0.114869	0.129698	0.114853	349	337408
C3_TESTIS_EXALLC	Malignant neoplasm of testis	Neoplasms, from cancer register (ICD-O-3)	0.197354	-0.156736	0.116324	0.102427	0.116366	332	110189
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM	Generalized skin eruption due to drugs and medicaments	Diseases of the skin and subcutaneous tissue (L12_)	0.197783	0.0950653	0.114848	0.124046	0.114824	914	341585
E4_DIABINSIPIDUS	Diabetes insipidus	Endocrine, nutritional and metabolic diseases (E4_)	0.198913	0.192602	0.114915	0.135764	0.114901	217	329091
AD_LO_EXMORE	Alzheimer’s disease (Late onset)	Neurological endpoints	0.20028	0.0455721	0.115049	0.117101	0.114981	5315	159621
H7_CHORIORETINFLAM	Chorioretinal inflammation	Diseases of the eye and adnexa (H7_)	0.200294	-0.111915	0.114552	0.103437	0.114575	648	314042
O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	Pregnancy, childbirth and the puerperium (O15_)	0.200324	0.0613592	0.114492	0.120298	0.114424	2196	188683
I9_THROMBOTH	Other embolism and thrombosis	Diseases of the circulatory system (I9_)	0.200351	0.0493313	0.114891	0.119534	0.114837	3393	295014
ANTIDEPRESSANTS	Depression medications	Comorbidities of Neurological endpoints	0.200863	0.0152474	0.114511	0.114753	0.114236	93238	81923
K11_IBS	Irritable bowel syndrome	Diseases of the digestive system (K11_)	0.201201	-0.0321268	0.114673	0.111613	0.114763	8116	276683
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.201227	0.200763	0.114847	0.134855	0.114835	201	342020
M13_INFBURSA	Infective bursitis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.201303	-0.111488	0.114856	0.102561	0.114888	660	253122
H7_KERATITISINOTH	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	Diseases of the eye and adnexa (H7_)	0.203294	0.0970257	0.114669	0.123976	0.114645	857	325475
I9_VARICVE	Varicose veins	Diseases of the circulatory system (I9_)	0.203416	0.0189861	0.114949	0.116182	0.114837	26720	295014
H7_EYELIDINFLAMMATION	Other inflammation of eyelid	Diseases of the eye and adnexa (H7_)	0.204711	0.0532618	0.114949	0.121005	0.114895	2819	314292
AB1_LATE_SYPHILIS	Late syphilis	Certain infectious and parasitic diseases (AB1_)	0.204816	0.161569	0.114845	0.132732	0.114829	300	332788
E4_DM1NEU	Type 1 diabetes with neurological complications	Endocrine, nutritional and metabolic diseases (E4_)	0.204922	0.0926775	0.11436	0.122928	0.114332	939	283224
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	Neoplasms from hospital discharges (CD2_)	0.205726	0.0624051	0.114848	0.120592	0.114814	2052	340447
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.206352	0.0305494	0.114755	0.117786	0.114675	8749	327922
H8_DISCON	Discontinuity and dislocation of ear ossicles	Diseases of the ear and mastoid process (H8_)	0.206705	0.262946	0.114777	0.139778	0.114768	115	320335
K11_ORAL_LICHEN_PLANUS	Oral lichen ruber planus	Diseases of the digestive system (K11_)	0.207274	0.134016	0.114848	0.128994	0.11483	437	342062
O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension	Pregnancy, childbirth and the puerperium (O15_)	0.208275	0.243541	0.114477	0.135744	0.11446	135	176113
G6_FACOTH	Other facial nerve disorders	Diseases of the nervous system (G6_)	0.209516	0.108715	0.1145	0.1248	0.114478	665	301193
K11_IMPACTED_TEETH_INCLAVO	Impacted teeth	Diseases of the digestive system (K11_)	0.209633	-0.0423573	0.114848	0.111435	0.114894	4538	337961
J10_LOWERINF	Other acute lower respiratory infections	Diseases of the respiratory system (J10_)	0.20964	0.0210281	0.114848	0.116851	0.114733	18714	323785
AB1_RUBELLA	Rubella [German measles]	Certain infectious and parasitic diseases (AB1_)	0.210454	0.0952569	0.114861	0.126192	0.114832	855	330087
C3_STOMACH_EXALLC	Malignant neoplasm of stomach	Neoplasms, from cancer register (ICD-O-3)	0.210816	-0.0799071	0.115511	0.107305	0.11555	1227	259583
CD2_BENIGN_MENINGES_SPINAL	Benign neoplasm: Spinal meninges	Neoplasms from hospital discharges (CD2_)	0.212451	-0.18738	0.114848	0.0972404	0.11486	216	342283
M13_DIASTASIS	Diastasis of muscle	Diseases of the musculoskeletal system and connective tissue (M13_)	0.214297	0.242995	0.1149	0.137405	0.114888	131	253122
N14_IMPOTENCE	Impotence	Diseases of the genitourinary system (N14_)	0.215499	0.0865326	0.115419	0.121771	0.115359	1045	110070
M13_CERVICOBRACHSDR	Cervicobrachial syndrome	Diseases of the musculoskeletal system and connective tissue (M13_)	0.215766	-0.0354644	0.114895	0.109624	0.115029	6326	248831
G6_MENINGBACT	Bacterial meningitis	Diseases of the nervous system (G6_)	0.215926	-0.0929342	0.114802	0.105822	0.114825	877	340340
H7_RETINALDETACHTRACTION	Traction detachment of retina	Diseases of the eye and adnexa (H7_)	0.216228	0.19028	0.114588	0.134691	0.114575	208	314042
Q17_CLEFT_PALATE	Cleft palate	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.21646	-0.171483	0.114853	0.0961765	0.114867	260	342099
G6_FEMLE	Lesion of femoral nerve	Diseases of the nervous system (G6_)	0.216649	-0.201877	0.114465	0.0936327	0.114478	186	301193
F5_SEDAHYP	Mental and behavioural disorders due to sedatives or hypnotics	Mental and behavioural disorders (F5_)	0.217759	0.0631409	0.114842	0.120901	0.114807	1932	336516
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	Pregnancy, childbirth and the puerperium (O15_)	0.218555	-0.051465	0.114729	0.110835	0.114805	2886	148153
P16_BIRTH_TRAUMA	Birth trauma	Certain conditions originating in the perinatal period (P16_)	0.218969	0.238319	0.114848	0.141221	0.114838	131	342368
E4_PCOS	Polycystic ovarian syndrome	Endocrine, nutritional and metabolic diseases (E4_)	0.218998	-0.0801622	0.114459	0.10544	0.114519	1196	181796
F5_AGORAPHOBIA	Agoraphobia	Mental and behavioural disorders (F5_)	0.219344	0.0971283	0.114934	0.125929	0.114906	791	307558
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	Diseases of the circulatory system (I9_)	0.219581	0.0867194	0.1148	0.121345	0.114779	1018	327473
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	Diseases of the skin and subcutaneous tissue (L12_)	0.220075	-0.119192	0.114745	0.102725	0.114764	526	321903
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.220402	-0.150609	0.114831	0.100837	0.114845	328	340772
I9_NONRHEVALV	Non-rheumatic valve diseases	Diseases of the circulatory system (I9_)	0.222002	-0.0221761	0.114826	0.112318	0.115019	18318	237263
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	Neoplasms from hospital discharges (CD2_)	0.222457	-0.0624795	0.114848	0.108523	0.114884	1896	340603
M13_CHONDROMALACIA	Chondromalacia	Diseases of the musculoskeletal system and connective tissue (M13_)	0.22249	0.101156	0.114918	0.126747	0.114893	713	336699
GRAVES_OPHT	Graves ophthalmopathy	Endocrine, nutritional and metabolic diseases (E4_)	0.223613	0.112992	0.114848	0.128584	0.114826	566	341933
H7_PAPILLOEDEMA	Papilloedema, unspecified	Diseases of the eye and adnexa (H7_)	0.224077	0.125914	0.114818	0.127113	0.114801	464	340155
E4_DM2KETO	Type 2 diabetes with ketoacidosis	Endocrine, nutritional and metabolic diseases (E4_)	0.224701	0.112696	0.114355	0.125784	0.114332	581	283224
N14_BREAST	Disorders of breast	Diseases of the genitourinary system (N14_)	0.22496	-0.0231475	0.114492	0.11244	0.114665	14868	176011
L12_IMPETIGO	Impetigo	Diseases of the skin and subcutaneous tissue (L12_)	0.225283	0.0831754	0.114787	0.123853	0.114758	1054	324010
O15_DELIV_SPONT	Single spontaneous delivery	Pregnancy, childbirth and the puerperium (O15_)	0.227076	0.012842	0.114435	0.114859	0.113954	95928	84558
M13_DORSALGIA	Dorsalgia	Diseases of the musculoskeletal system and connective tissue (M13_)	0.227652	-0.0131601	0.11472	0.113233	0.115029	51670	248831
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	Pregnancy, childbirth and the puerperium (O15_)	0.2286	0.041323	0.115045	0.120965	0.114878	4357	154102
N14_TORSIOTEST	Torsion of testis	Diseases of the genitourinary system (N14_)	0.229622	-0.123291	0.115307	0.103328	0.115359	479	110070
G6_PARKINSON	Parkinson's disease	Diseases of the nervous system (G6_)	0.230344	0.0444102	0.114848	0.117365	0.11482	3767	338732
SFN	Small fibre neuropathy	Neurological endpoints	0.230532	0.118805	0.114824	0.127752	0.114805	501	336784
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	Diseases of the ear and mastoid process (H8_)	0.230537	0.0610079	0.114811	0.12198	0.114768	1911	320335
M13_OSTEOPATHYINOTH	Osteopathy in diseases classified elsewhere	Diseases of the musculoskeletal system and connective tissue (M13_)	0.230553	0.223611	0.114822	0.137255	0.114812	142	325717
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	Pregnancy, childbirth and the puerperium (O15_)	0.230779	0.0614843	0.114513	0.119342	0.11446	1931	176113
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts	Neoplasms, from cancer register (ICD-O-3)	0.231545	-0.104619	0.115526	0.106097	0.11555	648	259583
CD2_BENIGN_PAROTID	Benign neoplasm: Parotid gland	Neoplasms from hospital discharges (CD2_)	0.231981	-0.0615708	0.114848	0.10875	0.114882	1874	340625
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	Pregnancy, childbirth and the puerperium (O15_)	0.232062	-0.0352627	0.114741	0.111301	0.114878	6129	154102
N14_MENSIRREG	Irregular menses	Diseases of the genitourinary system (N14_)	0.233522	-0.0226946	0.114317	0.112301	0.114503	14996	162936
